numero,tipo,area_m2,quartos,banheiros,vagas,preco,preco_m2,bairro,rua,descricao,rotulo_manual
158,Terrenos,314,,,,"R$ 300,000",R$ 955.41,Rubem Berta,Avenida Maurício Seligman,Terreno medindo 314m²; localizado na rua Mauricio Seligman; em Porto Alegre. Pode ser adquirido separado ou em conjunto com o terreno ao lado.  Os dois terrenos somam 585m².  Condições especiais para aquisição dos 2 terrenos juntos; com possibilidade de avaliação de imóvel de menor valor; carro e pa,0
159,Casas,48,2,1,4,"R$ 449,800","R$ 9,370.83",Rubem Berta,Rua Alberto Rangel,No terreno tem 2 casas a venda a da frente possui cozinha; banheiro; 1 quarto; sala; área de serviço com tanque e espera para máquina de lavar e pátio.A casa dos fundos possui cozinha; banheiro com lavanderia e Box de vidro; sala; um quarto; tomadas 110v e 220v; área com churrasqueira e pia.O valor ,0
160,Casas,318,4,,8,"R$ 732,400","R$ 2,303.14",Rubem Berta,,Casa 4 quartos à venda no bairro Cristal em Porto Alegre. Casa com 318m² e 8 vagas por R$732.400;00. ID 353300574. Confira agora a casa!,0
161,Casas,179,3,3,2,"R$ 370,000","R$ 2,067.04",Rubem Berta,Rua Padre Clemente Steffen,Descubra a casa dos sonhos na Rua Padre Clemente Steffen no coração do bairro Costa e Silva em Porto Alegre Rio Grande do Sul. Esta impressionante propriedade residencial com um Ótimo Preço oferece uma vida confortável e moderna com um total de 189 metros quadrados de área útil. Ideal para famílias ,1
162,Terrenos,450,,,,"R$ 305,000",R$ 677.78,Rubem Berta,Avenida Martim Félix Berta,TERRENO 900 m² medindo 30X30 Próximo ao Shopping Iguatemi,0
163,Terrenos,170,,,,"R$ 150,000",R$ 882.35,Rubem Berta,Rua José Ernesto Nedel,Terreno à venda no bairro Leopoldina  Você está procurando um terreno para construir a casa dos seus sonhos? Então não perca esta oportunidade!  Vendo um terreno de 169;67m² no bairro Leopoldina; ótima localização; próximo a escolas; comércios e transporte público. O terreno está pronto para constru,0
164,Terrenos,198,,,,"R$ 201,000","R$ 1,015.15",Rubem Berta,Avenida Arroio Feijó,A Foxter Cia Imobiliária oferta para venda impecável terreno em condomínio de 198m²; próximo à Rua José Natal Baron no Bairro Mário Quintana em Porto Alegre/RS. Trata-se de um lindo terreno com ótima localização e condomínio com a infraestrutura completa. Alguns recursos na região são Max Center; Su,0
165,Terrenos,170,,,,"R$ 150,000",R$ 882.35,Rubem Berta,Rua José Ernesto Nedel,Terreno à venda no bairro Leopoldina  Você está procurando um terreno para construir a casa dos seus sonhos? Então não perca esta oportunidade!  Vendo um terreno de 169;67m² no bairro Leopoldina; ótima localização; próximo a escolas; comércios e transporte público. O terreno está pronto para constru,0
166,Terrenos,299,,,,"R$ 479,000","R$ 1,602.01",Rubem Berta,Avenida Baltazar de Oliveira Garcia,Terreno localizado na Baltazar de Oliveira Garcia 10mX30m. Sendo que no terreno em questão havia uma casa que não existe mais. Hoje o terreno está todo fechado com telhado e porto para evitar problemas de invasão. Venha conhecer! Estudamos seu imóvel no negócio. Além deste; mais de 25 mil opções em ,0
167,Terrenos,177,,,,"R$ 179,000","R$ 1,011.30",Rubem Berta,Avenida Arroio Feijó,Terreno medindo aproximadamente 177m² com área verde nos fundos e vista para o clube. O condomínio possui lago; playgroung; piscinas; praça; segurança. Conta com localização privilegiada próximo de universidades shopping; hospitais; mercados. *avalia carro no negócio.,0
168,Terrenos,720,,,,"R$ 1,500,000","R$ 2,083.33",Rubem Berta,Avenida Bernardino Silveira de Amorim,🏠 Terreno para venda no bairro Rubem Berta; em Porto Alegre.  Este terreno possui área total de 720 m²; localizado na Avenida Bernardino Silveira de Amorim; número 520. Com potencial construtivo; é ideal para a construção de prédios comerciais; oferecendo diversas oportunidades de investimento.     ,0
169,Casas,156,3,4,2,"R$ 399,000","R$ 2,557.69",Rubem Berta,,Descubra seu novo lar no bairro Rubem Berta; em Porto Alegre; com esta charmosa casa à venda na Rua Hugo Nelson Magalhães. Com um preço imbatível; esta propriedade contemporânea é a escolha ideal para quem busca conforto e conveniência em uma área residencial tranquila.    A casa destaca-se por seus,1
170,Casas,78,2,,,"R$ 100,650","R$ 1,290.38",Rubem Berta,,Casa 2 quartos à venda no bairro Hípica em Porto Alegre. Casa com 78m² por R$100.650;00. ID 353292578. Confira agora a casa!,0
171,Terrenos,806,,,,"R$ 550,000",R$ 682.38,Rubem Berta,Avenida Martim Félix Berta,NA ESTRADA MARTIN FELIX BERTA; 1177. JARDIM LEOPOLDINA. TERRENO DESOCUPADO COM 806 M2 (10;00 x 48;00 x 58;00 x 15;00) ;  junto ao supermercado silveira.  com área total de 806m² e topografia plana.  Ótima oportunidade de investimento.  Entre em contato para mais informações. *atenção; possibilidade ,0
172,Terrenos,806,,,,"R$ 550,000",R$ 682.38,Rubem Berta,Avenida Martim Félix Berta,NA ESTRADA MARTIN FELIX BERTA; 1177. JARDIM LEOPOLDINA. TERRENO DESOCUPADO COM 806 M2 (10;00 x 48;00 x 58;00 x 15;00) ;  junto ao supermercado silveira.  com área total de 806m² e topografia plana.  Ótima oportunidade de investimento.  Entre em contato para mais informações. *atenção; possibilidade ,0
173,Casas,110,2,2,4,"R$ 376,000","R$ 3,418.18",Rubem Berta,Rua Amaury Silveira,Casa com 110 m² de área privativa no bairro Jardim Leopoldina; Porto Alegre. Imóvel com 2 dormitórios; possível adaptação para terceiro dormitório; escritório e banheiro social (andar superior). Andar térreo constituído de sala ampla em 2 ambientes; cozinha americana; lavabo; área de serviço; lavand,0
174,Casas,151,3,1,3,"R$ 270,000","R$ 1,788.08",Rubem Berta,Rua Treze de Setembro,Casa escriturada em terreno com 7x21 m²; com 02 casas; frente e lateral; no Bairro Rubem Berta; com 02 vagas de garagem cobertas e 01 descoberta. Com 03 dormitórios; AMPLA COZINHA. CHURRASQUEIRA NO PÁTIO EM QUIOSQUE E JARDIM JUNTO A GARAGEM. NOS FUNDOS EXISTE OUTRA CASA 2 QUARTOS PARA LOCAÇÃO OU MOR,0
175,Casas,91,3,3,1,"R$ 369,900","R$ 4,064.84",Rubem Berta,Rua Doutor João César Krieger,Ótima casa/sobrado no Sarandi; com 91m² privativos; de 2 pavimentos; com 3 dormitórios e vaga. Possui no andar térreo: sala ampla para 2 ambientes com sala de estar e sala de jantar; lavabo; cozinha americana e espaço gourmet coberto e com churrasqueira. No andar supereior possui: 3 dormitórios send,0
176,Casas,110,3,2,3,"R$ 350,000","R$ 3,181.82",Rubem Berta,Rua Caetano La Porta,Venha conhecer esta ampla casa residencial desocupada;com patio espaçoso e pronta para morar! Com 3 quartos; 2 banheiros (sendo 1 suíte) e 3 vagas de garagem. Localizada na Rua Caetano La Porta; no bairro Rubem Berta em Porto Alegre; RS. Esta charmosa casa oferece área de serviço; terraço; churrasqu,0
177,Casas,190,3,3,2,"R$ 468,500","R$ 2,465.79",Rubem Berta,Rua Luiz Cézar Leal,Explore a casa dos seus sonhos! Esta magnífica residência está disponível para venda a um ótimo preço. A casa que se destaca pela sua arquitetura moderna oferece conforto e praticidade para toda a família. Com dois pavimentos a propriedade apresenta um ótimo quintal um lindo jardim com área gramada ,0
178,Terrenos,1500,,,,"R$ 690,000",R$ 460.00,Rubem Berta,,Oportunidade Imperdível para Investidores e Construtoras!  Apresentamos um terreno de 1500 m² localizado no bairro Rubem Berta em Porto Alegre. Este espaço oferece potencial para o desenvolvimento de empreendimento residencial ou comercial; em uma área que vem crescendo. Para Mais informações; entre,0
179,Terrenos,252,,,3,"R$ 899,000","R$ 3,567.46",Rubem Berta,Avenida Martim Félix Berta,🏠 Terreno para venda no bairro Rubem Berta; em Porto Alegre.  Terreno na avenida principal do bairro; com 720 m²; a 100 metros da avenida Protásio Alves; em frente ao empreendimento residencial; possui grande potencial; ideal para comércio de porte médio; possui projeto aprovado para construção de u,0
180,Casas,285,5,4,3,"R$ 529,000","R$ 1,856.14",Rubem Berta,Rua Madre Teresa de Jesus Gerhardinger,Casa super espaçosa no Parque Santa Fé. 05 dormitórios; 04 banheiros e garagem para 03 carros. -,0
181,Terrenos,300,,,,"R$ 425,700","R$ 1,419.00",Rubem Berta,Avenida Baltazar de Oliveira Garcia,Terreno com 300m² localizado no bairro São Sebastião; próximo a academias; bares; lancherias; supermercados; agências bancárias; escolas; praças; áreas verdes; hospitais e aos principais comércios da região. Paradas de ônibus.  Terreno na Av. Baltazar de Oliveira Garcia com área total de 300 m² com ,0
182,Terrenos,28245,,,,"R$ 9,360,000",R$ 331.39,Rubem Berta,Avenida Bernardino Silveira de Amorim,Ótima oportunidade de investimento! Área à venda localizada na Avenida Bernardino Silveira De Amorim; no bairro Rubem Berta em Porto Alegre. A área privativa é de 28244.6m² e a área total também é de 28244.6m². A topografia do terreno é plano; e possui frente para a rua. Não perca essa oportunidade ,0
183,Terrenos,225,,,,"R$ 165,000",R$ 733.33,Rubem Berta,Avenida Arroio Feijó,Excelente terreno; para construção de residencia em condomínio de casas muito seguro; com infra estrutura de lazer completa; dentro do bairro planejado Verdes Campos; encontra-se à venda com toda a documentação em dia! Baixa taxa condominial com portaria. OBS: ACEITA PROPOSTA !! Gostou? Essa é só um,0
184,Terrenos,614,,,,"R$ 880,000","R$ 1,433.22",Rubem Berta,Avenida Martim Félix Berta,Terreno à venda; com casas e estacionamento; Rubem Berta. Terreno de 613;93 m²; 20;09m de frente por 30;55m de frente a fundos; com duas casas de alvenaria construídas; mas 8 vagas de garagens cobertas para locação. Terreno com potencial comercial em uma das avenidas mais movimentadas do bairro. Vár,0
185,Terrenos,189,,,,"R$ 180,000",R$ 952.38,Rubem Berta,Avenida João Ferreira Jardim,Terreno plano; desocupado em condomínio fechado pronto para ser edificado. O terreno mede 7;00m de frente por 27;00m da frente aos fundos. Estuda proposta e tambem poderá receber carro como parte de pagamento. tem um saldo na caixa de 107 mil com prestação de 1.170;00,0
186,Casas,88,3,1,5,"R$ 380,000","R$ 4,318.18",Rubem Berta,Rua Horácio Vaz Pinheiro,Ótima casa à venda - pronta para morar! Excelente casa localizada próxima à Avenida Baltazar de Oliveira Garcia; em uma rua tranquila e residencial; ideal para quem busca conforto; segurança e praticidade no dia a dia. O imóvel é ensolarado; bem ventilado e com ótima iluminação natural; oferecendo a,0
187,Terrenos,1023,,,,"R$ 800,000",R$ 782.01,Rubem Berta,Rua dos Maias,Terreno à venda em Porto Alegre no bairro Rubem Berta; na rua dos Maias; próximo a rótula de acesso a Alvorada; 15;50m de frente por 64;00 de frente a fundos e o outro ao lado com 16;50m de frente 72m de frente a fundos; totalizando 1.056;00m²; excelente para comércio ou moradia.   Esse terreno enco,0
188,Casas,78,4,2,3,"R$ 201,000","R$ 2,576.92",Rubem Berta,Rua Alberto Sehbe Simon,Casa residencial à venda no bairro Rubem Berta; em Porto Alegre/RS Ideal para quem busca praticidade; conforto e boa localização; esta residência se destaca pelo projeto funcional; ambientes bem distribuídos e excelente aproveitamento do espaço. Com 78;50 m² de área construída; implantados em um ter,0
189,Terrenos,224,,,,"R$ 165,000",R$ 736.61,Rubem Berta,Avenida Arroio Feijó,Terreno bem precificado; muito bem localizado; para construção de residencia em condomínio. Muito seguro; com infra estrutura de lazer completa; dentro do bairro planejado Verdes Campos; encontra-se à venda com toda a documentação em dia! Baixa taxa condominial com portaria. Venha já conhecer!,0
190,Casas,284,5,6,4,"R$ 722,000","R$ 2,542.25",Rubem Berta,Rua Ovídio Moraes Leal,Descubra esta incrível casa à venda no bairro Rubem Berta; em Porto Alegre. Com 283;59 m² de área privativa; este imóvel se destaca pelo seu estado de conservação muito bom e por estar semi-mobiliado. A casa possui 5 banheiros e uma suíte master; ideal para você e sua família. Desfrute de momentos d,0
191,Casas,120,3,1,5,"R$ 320,000","R$ 2,666.67",Rubem Berta,Avenida Francisco Talaia de Moura,Excelente casa de 4 dormitórios; sendo uma suíte com jardim de inverno); living dois ambientes; cozinha ; lavanderia ;banheiro social; na parte superior um salão de festas; garagem para 05 carros. A frente da casa tem amplo espaço privado podendo ali criar um belo jardim. A localização; próximo aos ,0
192,Terrenos,198,,,,"R$ 201,000","R$ 1,015.15",Rubem Berta,Avenida Arroio Feijó,A Foxter Cia Imobiliária oferta para venda impecável terreno em condomínio de 198m²; próximo à Rua José Natal Baron no Bairro Mário Quintana em Porto Alegre/RS. Trata-se de um lindo terreno com ótima localização e condomínio com a infraestrutura completa. Alguns recursos na região são Max Center; Su,0
193,Casas,110,2,2,4,"R$ 332,500","R$ 3,022.73",Rubem Berta,Rua Amaury Silveira,Casa à venda no Jardim Leopoldina - Porto Alegre  Excelente casa com 110m² de área privativa; localizada em região tranquila e próxima à Av. Baltazar de Oliveira Garcia; com fácil acesso a transporte público e a todas as conveniências do bairro.  O imóvel conta com uma ampla área social no térreo; c,0
194,Casas,200,3,3,,"R$ 549,000","R$ 2,745.00",Rubem Berta,Rua Vicenta Maria,Casa térrea no bairro Rubem Berta com 3 quartos sendo uma suíte; amplo living; cozinha e sala de jantar com saída para jardim de inverno. 200 M². Edícula nos fundos com dependência de empregada (ou 4º quarto); banheiro e salão de festas. Terraço. Pátio em frente à casa com gramado e nos fundos com b,0
195,Casas,156,3,3,2,"R$ 549,000","R$ 3,519.23",Rubem Berta,Avenida Irene Ruperti,Bem-vindo ao seu novo lar! Este espaço é feito para duas famílias viverem juntas; com três quartos amplos; duas salas de estar e jantar; uma suíte e um banheiro social na casa da frente. Nos fundos; um sobrado oferece uma cozinha; sala de estar e jantar; além de um banheiro no térreo; e um quarto es,0
196,Terrenos,5184,,,,"R$ 800,000",R$ 154.32,Rubem Berta,Avenida Bernardino Silveira de Amorim,Terreno de 5000 m²; próprio para empresas; construção de condomínio ou loteamento. Terreno irregular; tem saída para outro bairro; mais residencial. Estuda propostas e permutas.Próximo ao Supermercado Leve Mais e Nikita Bananas;  Agende sua visita!  (51) 3340.9500 | (51) 98182.0481 Whats  Panam Imóv,0
197,Casas,70,3,1,2,"R$ 370,000","R$ 5,285.71",Rubem Berta,Rua Caetano Fulginiti,Casa com 3 quartos; sendo um suíte; banheiro social; living 2 ambientes; cozinha; área de serviço; pátio nos fundos com churrasqueira; garagem com vaga para 2 carros. Localizada próximo das Ruas Salvador de Rose; José Viero e da Av. Beira Rio. Aceita financiamento e FGTS! Para mais informações ou ag,0
198,Casas,219,3,3,4,"R$ 650,000","R$ 2,968.04",Rubem Berta,Rua Carmense,Casa com 3 dormitórios; sendo uma suíte; 4 vagas de garagem. Possui living; sala de jantar; sala de TV; cozinha americana e banheiro social. Área com churrasqueira; cozinha e banheiro nos fundos e pátio aberto. Aceita casa menor; na zona norte de menor valor. Documentação OK; aceita financiamento!!!,0
199,Casas,67,2,1,4,"R$ 435,000","R$ 6,492.54",Rubem Berta,Rua Antônio Francisco Lisboa,Foxter Cia Imobiliaira vende; excelente casa terrea; com piscina e salao de festa. O imovel é composto por dois dormitorios; sendo uma suite; cozinha; e escritorio; sala e parte intima toda em laminado. Patio com piscina com deck e pergolado; salao de festas com churrasqueira. Garagem para quatro au,0
200,Terrenos,299,,,,"R$ 479,000","R$ 1,602.01",Rubem Berta,Avenida Baltazar de Oliveira Garcia,Terreno localizado na Baltazar de Oliveira Garcia 10mX30m. Sendo que no terreno em questão havia uma casa que não existe mais. Hoje o terreno está todo fechado com telhado e porto para evitar problemas de invasão. Venha conhecer! Estudamos seu imóvel no negócio. Além deste; mais de 25 mil opções em ,0
201,Casas,189,3,3,4,"R$ 275,000","R$ 1,455.03",Rubem Berta,Rua Oscar Ferreira,𝗘𝗫𝗖𝗟𝗨𝗦𝗜𝗩𝗢 𝗣𝗔𝗥𝗔 𝗜𝗡𝗩𝗘𝗦𝗧𝗜𝗗𝗢𝗥𝗘𝗦 - 𝗜𝗠Ó𝗩𝗘𝗟 𝗟𝗢𝗖𝗔𝗗𝗢Excelente oportunidade! Casa térrea à venda em Porto Alegre; no bairro Rubem Berta. (Imóvel necessita de reformas - valor reduzido para cobrir reformas)Com 3 dormitórios e 3 banheiros; essa casa possui uma área privilegiada de 190.8m² e área total de 508m².,0
202,Terrenos,275,,1,,"R$ 250,000",R$ 909.09,Rubem Berta,Rua Amaury Silveira,TERRENO PLANO 11X25 CERCADO; EXCELENTE OPÇÃO PARA CONSTRÇAO DE COMERCIO OUORADIA.  LOCALIZADO AO LADO DOS PRNCIPAIS COMERCIOS E VIAS DE ACESSO DO BAIRRO.  TERRENO POSSUI DUAS MATRICULAS QUE FACILITA PARA CONSTRUÇÃO DE DUAS CASAS OU CASA E COMERCIO.   Agende uma visita com corretor licenciado.,0
203,Casas,137,3,1,2,"R$ 308,000","R$ 2,248.18",Rubem Berta,Travessa Nilva Garrido,São 2 (duas) Casas de alvenaria no mesmo terreno. A da frente com 2 dormitórios (o do casal com espera para split); cozinha ampla e integrada ao living; banheiro social; churrasqueira; despensa ou depósito; pátio em basalto; belo jardim e árvores frutíferas; vagas p/2 ou 3 carros com acesso por port,0
204,Terrenos,807,,,,"R$ 550,000",R$ 681.54,Rubem Berta,Avenida Martim Félix Berta,NA ESTRADA MARTIN FELIX BERTA; 1177. JARDIM LEOPOLDINA.TERRENO DESOCUPADO COM 806 M2 (10;00 x 48;00 x 58;00 x 15;00) ; junto ao supermercado silveira. com área total de 806m² e topografia plana. Ótima oportunidade de investimento. Entre em contato para mais informações.*atenção; possibilidade de amo,0
205,Casas,179,3,3,3,"R$ 550,000","R$ 3,072.63",Rubem Berta,Rua Ovídio Moraes Leal,Ótima casa/sobrado em terreno com 300m² (10x30m); com 180m² construídos; distribuídos em 2 pavimentos. Possui no andar térreo: living amplo para 2 ambientes com sala de estar e sala de jantar; 2 dormitórios sendo 1 suíte; jardim de inverno; banheiro social; cozinha espaçosa; churrasqueira e lavander,0
206,Terrenos,350,,,,"R$ 255,000",R$ 728.57,Rubem Berta,Rua Alberto Rangel,Terreno à venda no bairro Rubem Berta - 350 metros quadrados | Porto Alegre  Ótima oportunidade para construir ou investir na Zona Norte de Porto Alegre! Terreno à venda localizado na Rua Alberto Rangel; no bairro Rubem Berta; região com crescimento constante e boa infraestrutura urbana.  Com 350 me,0
207,Terrenos,300,,,,"R$ 320,000","R$ 1,066.67",Rubem Berta,Avenida Bernardino Silveira de Amorim,Excelente oportunidade para adquirir um terreno em Rubem Berta; Porto Alegre.  Com área total de 300 m²; esse terreno é ideal para quem deseja construir a casa dos sonhos ou investir em um novo projeto.  Localizado na Avenida Bernardino Silveira de Amorim; oferece fácil acesso e uma ótima localizaçã,0
208,Terrenos,233,,,,"R$ 180,000",R$ 772.53,Rubem Berta,Avenida João Ferreira Jardim,Construa sua casa em um ambiente seguro e planejado!  Terreno com 233;34 m²; localizado no condomínio Vivenda das Flores; no bairro Rubem Berta ? ideal para quem busca qualidade de vida e praticidade.  Destaques: Terreno plano Condomínio fechado Mais segurança e organização Ótima metragem para casa ,0
209,Terrenos,5184,,,,"R$ 950,000",R$ 183.26,Rubem Berta,Avenida Bernardino Silveira de Amorim,Terreno a venda no bairro Rubem Berta em Porto Alegre RS Em ótima localização. Medidas do terreno 5.183;87 Auxiliadora Predial conta com essa e mais de 50000 ofertas de imóveis para venda em Porto Alegre e região. Conte conosco para tornar realidade o sonho da sua nova casa!,0
210,Casas,326,3,5,4,"R$ 450,000","R$ 1,380.37",Rubem Berta,Rua Esther Esqueff da Silva,Casa com 03 dormitórios ; sendo 02 suítes com sacada; a principal bem ampla com closet e hidromassagem. Escritório; living com 02 ambientes com lareira. Banheiro social e ampla cozinha. Pátio com área de lazer com churrasqueira; fogão à lenha; banheiro; terraço e garagem para 04 carros. Possui siste,0
211,Casas,190,3,3,2,"R$ 520,000","R$ 2,736.84",Rubem Berta,Rua Doutora Antonieta César Dias,Leandro Cidade. Casa 2 suítes; sala de estar; sala de jantar; cozinha; garagem fechada; pátio e anexo nos fundos com banheiro; churrasqueira e dormitório. Próximo da Avenida João Ferreira Jardim; fácil acesso a transporte público; mercados; escolas e creches. plantão whats,0
212,Terrenos,900,,,,"R$ 600,000",R$ 666.67,Rubem Berta,,ARV Imóveis; vende terreno em Porto Alegre/RS. Imóvel possuí 900 m² de área territorial; com dimensões de 30m x 30m. Imóvel ideal para empresas do ramo comercial ou para uso residencial. Ótima localização; fica de frente para a estrada Martin Felix Berta. Fácil acesso às principais rodovias do munic,0
213,Casas,180,3,4,4,"R$ 420,000","R$ 2,333.33",Rubem Berta,Rua Maestro Leo W. Schneider,Imagine uma charmosa casa no Parque Santa Fé na Zona Norte de Porto Alegre que combina conforto estilo e uma localização privilegiada. Com três dormitórios amplos incluindo uma suíte elegante e espaços de convivência acolhedores ela oferece uma cozinha espaçosa sala de estar e jantar integradas além,0
214,Casas,310,3,3,2,"R$ 750,000","R$ 2,419.35",Rubem Berta,Rua Oscar Ferreira,Casa 3 quartos; sendo 2 suítes;1 closet; 2 living ambientes muito espaçosos; cozinha com armários; pia e balcão; área de serviço separada com armários e tanque; escritório; despensa; lavabo; banheiro social com box; 2 vagas de garagem; quiosque com churrasqueira; piscina e quintal nos fundos. Excele,0
215,Casas,53,3,3,1,"R$ 385,000","R$ 7,264.15",Rubem Berta,Rua Vinte e Seis,J Simas Imóveis vende Casa; no bairro Parque dos Maias; com 3 dormitórios grandes no do casal split de 9.000 btus e espera nos demais ;com muita privacidade; com o piso porcelanato; forro térmico e acústico; toda a elétrica tri fásica e a hidraúlica novas com sala de estar e sala de jantar com split,0
216,Terrenos,614,,,,"R$ 880,000","R$ 1,433.22",Rubem Berta,Avenida Martim Félix Berta,Terreno à venda; com casas e estacionamento; Rubem Berta. Terreno de 613;93 m²; 20;09m de frente por 30;55m de frente a fundos; com duas casas de alvenaria construídas; mas 8 vagas de garagens cobertas para locação. Terreno com potencial comercial em uma das avenidas mais movimentadas do bairro. Vár,0
217,Casas,53,3,2,2,"R$ 420,000","R$ 7,924.53",Rubem Berta,Rua Ivo Nicolau Antinolfi,Foxter vende casa/sobrado 3 dormitórios; 1 suíte; closet; sacada; living 2 ambientes; cozinha; área gourmet com churrasqueira; 2 banheiros e 1 lavabo; escritório; garagem com 2 vaga; portão eletrônico; perfeito para quem busca conforto e praticidade; oferece ambiente acolhedor amplo para toda famíli,0
218,Terrenos,188,,,,"R$ 180,000",R$ 957.45,Rubem Berta,Avenida João Ferreira Jardim,Porto Nobre Vende: Terreno em condomínio fechado de 189 m²; medindo 7x27 no Condomínio Vivenda das Flores. Parque Santa Fé; próximo da Baltazar; comercio; ônibus; bairro tranquilo com qualidade de vida pra sua família aproveitar o espaço verde ; ter segurança e lazer garantido dentro de sua casa.Tem,0
219,Casas,210,3,4,4,"R$ 370,000","R$ 1,761.90",Rubem Berta,Rua Luiz Eurico Tejera Lisboa,Foxter vende casa no bairro Rubem Berta em Porto Alegre! Com 3 dormitórios; cozinha; com vaga de garagem. Proximidade. Com fácil acesso às conveniências do bairro. Agende sua visita!,0
220,Casas,69,2,,,"R$ 236,500","R$ 3,427.54",Rubem Berta,,Casa 2 quartos à venda no bairro Hípica em Porto Alegre. Casa com 69m² por R$236.500;00. ID 353368833. Confira agora a casa!,0
221,Terrenos,189,,,,"R$ 180,000",R$ 952.38,Rubem Berta,Avenida João Ferreira Jardim,Terreno plano; desocupado em condomínio fechado pronto para ser edificado. O terreno mede 7;00m de frente por 27;00m da frente aos fundos. Estuda proposta e tambem poderá receber carro como parte de pagamento. tem um saldo na caixa de 107 mil com prestação de 1.170;00,0
222,Terrenos,189,,,,"R$ 180,000",R$ 952.38,Rubem Berta,Avenida João Ferreira Jardim,Porto Nobre Vende: Terreno em condomínio fechado de 189 m²; medindo 7x27 no Condomínio Vivenda das Flores. Parque Santa Fé; próximo da Baltazar; comercio; ônibus; bairro tranquilo com qualidade de vida pra sua família aproveitar o espaço verde ; ter segurança e lazer garantido dentro de sua casa.Tem,0
223,Casas,110,3,2,3,"R$ 350,000","R$ 3,181.82",Rubem Berta,Rua Caetano La Porta,Venha conhecer esta ampla casa residencial desocupada;com patio espaçoso e pronta para morar! Com 3 quartos; 2 banheiros (sendo 1 suíte) e 3 vagas de garagem. Localizada na Rua Caetano La Porta; no bairro Rubem Berta em Porto Alegre; RS. Esta charmosa casa oferece área de serviço; terraço; churrasqu,0
224,Casas,78,2,,,"R$ 102,465","R$ 1,313.65",Rubem Berta,,Casa 2 quartos à venda no bairro Hípica em Porto Alegre. Casa com 78m² por R$102.465;00. ID 353292576. Confira agora a casa!,0
